Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Algorithm,Num Samples,Experiment Type,Type Value,Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,,CPU utilization,Memory bytes,Disk bytes,
1637585097.707941,1637585097.714168,0,6.227016448974609,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13606,1329,17,5,13196,983,,2.2,0,0,
1637585098.764488,1637585098.768877,1,4.389047622680664,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13835,1329,19,5,13341,983,,0.5,0,0,
1637585099.809136,1637585099.814879,2,5.7430267333984375,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13607,1329,17,5,13197,983,,1.0,0,0,
1637585100.838356,1637585100.844178,3,5.821943283081055,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13830,1329,19,5,13336,983,,1.0,0,0,
1637585101.877195,1637585101.882847,4,5.652189254760742,dilithium3,100,drop,saKqKlInzw.pcap,11,7,13428,1475,15,7,13102,1045,,1.5,0,0,
1637585102.917089,1637585102.920853,5,3.763914108276367,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13420,1329,15,5,13094,983,,1.0,0,0,
1637585103.95524,1637585103.960126,6,4.88591194152832,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13599,1329,17,5,13189,983,,1.3,0,0,
1637585104.984029,1637585104.990595,7,6.566047668457031,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13598,1329,17,5,13188,983,,1.3,0,0,
1637585106.041047,1637585106.045546,8,4.498958587646484,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13429,1329,15,5,13103,983,,1.3,0,0,
1637585107.079666,1637585107.08572,9,6.054162979125977,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13600,1329,17,5,13190,983,,1.0,0,0,
1637585108.149369,1637585108.156575,10,7.205963134765625,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13786,1330,19,5,13292,984,,5.1,0,0,
1637585109.193602,1637585109.202154,11,8.551836013793945,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13602,1329,17,5,13192,983,,1.0,0,0,
1637585110.243898,1637585110.250589,12,6.69097900390625,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13832,1329,19,5,13338,983,,2.3,0,0,
1637585111.271491,1637585111.276505,13,5.013942718505859,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13598,1329,17,5,13188,983,,0.5,0,0,
1637585112.298122,1637585112.304546,14,6.424188613891602,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13604,1329,17,5,13194,983,,1.0,0,0,
1637585113.327442,1637585113.336286,15,8.844137191772461,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13606,1329,17,5,13196,983,,1.0,0,0,
1637585114.361203,1637585114.366891,16,5.687952041625977,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13421,1329,15,5,13095,983,,1.0,0,0,
1637585115.391013,1637585115.399796,17,8.783102035522461,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13600,1329,17,5,13190,983,,1.0,0,0,
1637585116.42383,1637585116.429771,18,5.940914154052734,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13597,1329,17,5,13187,983,,1.0,0,0,
1637585117.469178,1637585117.475923,19,6.745100021362305,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13608,1329,17,5,13198,983,,0.8,0,0,
1637585118.521864,1637585118.529554,20,7.689952850341797,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13422,1329,15,5,13096,983,,2.0,0,0,
1637585119.554203,1637585119.560438,21,6.234884262084961,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13597,1329,17,5,13187,983,,1.0,0,0,
1637585120.584526,1637585120.588278,22,3.751993179321289,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13423,1329,15,5,13097,983,,1.2,0,0,
1637585121.621169,1637585121.626863,23,5.693912506103516,dilithium3,100,drop,saKqKlInzw.pcap,13,7,13604,1475,17,7,13194,1045,,1.8,0,0,
1637585122.656567,1637585122.660362,24,3.7949085235595703,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13419,1329,15,5,13093,983,,0.8,0,0,
1637585123.689329,1637585123.694427,25,5.098104476928711,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13428,1329,15,5,13102,983,,1.3,0,0,
1637585124.73275,1637585124.737651,26,4.90117073059082,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13830,1329,19,5,13336,983,,1.3,0,0,
1637585125.763674,1637585125.770017,27,6.342887878417969,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13421,1329,15,5,13095,983,,1.8,0,0,
1637585126.799772,1637585126.808472,28,8.699893951416016,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13599,1329,17,5,13189,983,,0.5,0,0,
1637585127.839151,1637585127.84703,29,7.879018783569336,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13603,1329,17,5,13193,983,,0.7,0,0,
1637585128.913515,1637585128.919634,30,6.119012832641602,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13427,1329,15,5,13101,983,,4.8,0,0,
1637585129.963237,1637585129.967485,31,4.247903823852539,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13607,1329,17,5,13197,983,,2.5,0,0,
1637585130.995062,1637585130.998993,32,3.930807113647461,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13425,1329,15,5,13099,983,,0.7,0,0,
1637585132.025508,1637585132.031162,33,5.654096603393555,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13606,1329,17,5,13196,983,,1.5,0,0,
1637585133.068497,1637585133.072966,34,4.469156265258789,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13597,1329,17,5,13187,983,,1.0,0,0,
1637585134.117641,1637585134.122127,35,4.486083984375,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13837,1326,19,5,13340,983,,1.0,0,0,
1637585135.15061,1637585135.156865,36,6.254911422729492,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13604,1329,17,5,13194,983,,1.0,0,0,
1637585136.179117,1637585136.185794,37,6.677150726318359,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13597,1329,17,5,13187,983,,1.0,0,0,
1637585137.223439,1637585137.229848,38,6.408929824829102,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13604,1329,17,5,13194,983,,1.0,0,0,
1637585138.27061,1637585138.274692,39,4.081964492797852,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13422,1329,15,5,13096,983,,0.7,0,0,
1637585139.295686,1637585139.30089,40,5.203962326049805,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13421,1329,15,5,13095,983,,1.5,0,0,
1637585140.336499,1637585140.343767,41,7.267951965332031,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13600,1329,17,5,13190,983,,0.8,0,0,
1637585141.371377,1637585141.376292,42,4.914999008178711,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13609,1329,17,5,13199,983,,0.5,0,0,
1637585142.413957,1637585142.418378,43,4.420995712280273,dilithium3,100,drop,saKqKlInzw.pcap,11,7,13422,1475,15,7,13096,1045,,1.3,0,0,
1637585143.455783,1637585143.465073,44,9.290218353271484,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13609,1329,17,5,13199,983,,1.3,0,0,
1637585144.506958,1637585144.511941,45,4.982948303222656,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13601,1329,17,5,13191,983,,0.8,0,0,
1637585145.544553,1637585145.550742,46,6.188869476318359,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13659,1329,17,5,13249,983,,2.3,0,0,
1637585146.576037,1637585146.581095,47,5.058050155639648,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13423,1329,15,5,13097,983,,1.3,0,0,
1637585147.612562,1637585147.618265,48,5.702972412109375,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13603,1329,17,5,13193,983,,1.5,0,0,
1637585148.655077,1637585148.662335,49,7.257938385009766,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13608,1329,17,5,13198,983,,1.0,0,0,
1637585149.722914,1637585149.728174,50,5.259990692138672,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13605,1329,17,5,13195,983,,4.1,0,0,
1637585150.745179,1637585150.750013,51,4.834175109863281,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13427,1329,15,5,13101,983,,0.5,0,0,
1637585151.771194,1637585151.775682,52,4.4879913330078125,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13599,1330,17,5,13189,984,,1.0,0,0,
1637585152.799642,1637585152.808121,53,8.478879928588867,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13598,1329,17,5,13188,983,,0.8,0,0,
1637585153.838118,1637585153.842832,54,4.714012145996094,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13419,1329,15,5,13093,983,,0.8,0,0,
1637585154.865261,1637585154.870818,55,5.556821823120117,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13420,1329,15,5,13094,983,,0.5,0,0,
1637585155.901814,1637585155.905989,56,4.174947738647461,dilithium3,100,drop,saKqKlInzw.pcap,11,6,13428,1404,15,6,13102,1016,,1.2,0,0,
1637585156.93213,1637585156.939601,57,7.470846176147461,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13597,1329,17,5,13187,983,,1.5,0,0,
1637585157.964849,1637585157.970728,58,5.878925323486328,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13609,1329,17,5,13199,983,,0.5,0,0,
1637585158.995185,1637585158.999695,59,4.510164260864258,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13827,1329,19,5,13333,983,,1.3,0,0,
1637585160.038691,1637585160.042567,60,3.8759708404541016,dilithium3,100,drop,saKqKlInzw.pcap,11,7,13419,1475,15,7,13093,1045,,5.9,0,0,
1637585161.097998,1637585161.102514,61,4.516124725341797,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13426,1329,15,5,13100,983,,1.7,0,0,
1637585162.125391,1637585162.131184,62,5.793094635009766,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13608,1329,17,5,13198,983,,1.2,0,0,
1637585163.1618,1637585163.165121,63,3.3211708068847656,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13426,1329,15,5,13100,983,,1.0,0,0,
1637585164.19108,1637585164.197911,64,6.830930709838867,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13609,1329,17,5,13199,983,,1.3,0,0,
1637585165.215681,1637585165.224255,65,8.57400894165039,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13600,1329,17,5,13190,983,,1.5,0,0,
1637585166.277436,1637585166.284886,66,7.449865341186523,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13422,1329,15,5,13096,983,,1.0,0,0,
1637585167.308878,1637585167.314772,67,5.893945693969727,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13422,1329,15,5,13096,983,,1.5,0,0,
1637585168.344292,1637585168.352875,68,8.58306884765625,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13421,1329,15,5,13095,983,,1.5,0,0,
1637585169.380129,1637585169.384954,69,4.82487678527832,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13597,1329,17,5,13187,983,,1.3,0,0,
1637585170.43434,1637585170.471313,70,36.972999572753906,dilithium3,100,drop,saKqKlInzw.pcap,20,9,22374,1714,24,9,21670,1200,,13.6,0,0,
1637585171.546873,1637585171.551584,71,4.710912704467773,dilithium3,100,drop,saKqKlInzw.pcap,15,7,13836,1475,19,7,13342,1045,,0.9,0,0,
1637585172.573134,1637585172.577499,72,4.364967346191406,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13605,1329,17,5,13195,983,,1.3,0,0,
1637585173.606544,1637585173.611801,73,5.256891250610352,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13602,1329,17,5,13192,983,,1.3,0,0,
1637585174.649504,1637585174.659435,74,9.931087493896484,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13598,1329,17,5,13188,983,,2.0,0,0,
1637585175.679487,1637585175.692316,75,12.829065322875977,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13829,1329,19,5,13335,983,,2.3,0,0,
1637585176.720468,1637585176.724917,76,4.448890686035156,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13599,1329,17,5,13189,983,,0.8,0,0,
1637585177.749367,1637585177.754633,77,5.265951156616211,dilithium3,100,drop,saKqKlInzw.pcap,11,5,13427,1329,15,5,13101,983,,1.0,0,0,
1637585178.78743,1637585178.793444,78,6.0138702392578125,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13602,1329,17,5,13192,983,,0.5,0,0,
1637585179.81893,1637585179.823448,79,4.518032073974609,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13597,1329,17,5,13187,983,,1.5,0,0,
1637585180.863554,1637585180.870211,80,6.656885147094727,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13600,1329,17,5,13190,983,,1.8,0,0,
1637585181.891655,1637585181.898165,81,6.510019302368164,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13602,1329,17,5,13192,983,,0.5,0,0,
1637585182.920655,1637585182.926931,82,6.27589225769043,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13601,1329,17,5,13191,983,,1.0,0,0,
1637585183.956021,1637585183.963061,83,7.0400238037109375,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13599,1329,17,5,13189,983,,0.7,0,0,
1637585184.986433,1637585184.99185,84,5.4168701171875,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13607,1329,17,5,13197,983,,0.5,0,0,
1637585186.014701,1637585186.019315,85,4.614114761352539,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13606,1329,17,5,13196,983,,1.0,0,0,
1637585187.04338,1637585187.048893,86,5.51295280456543,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13606,1329,17,5,13196,983,,1.5,0,0,
1637585188.073852,1637585188.07926,87,5.408048629760742,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13598,1329,17,5,13188,983,,1.0,0,0,
1637585189.111222,1637585189.116674,88,5.45191764831543,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13609,1329,17,5,13199,983,,1.0,0,0,
1637585190.139267,1637585190.143393,89,4.126071929931641,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13830,1329,19,5,13336,983,,1.3,0,0,
1637585191.187306,1637585191.19956,90,12.253999710083008,dilithium3,100,drop,saKqKlInzw.pcap,13,5,13608,1329,17,5,13198,983,,3.3,0,0,
1637585192.226653,1637585192.235492,91,8.838891983032227,dilithium3,100,drop,saKqKlInzw.pcap,16,6,13864,1404,20,6,13328,1016,,1.2,0,0,
1637585193.268579,1637585193.274343,92,5.764007568359375,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13779,1329,18,5,13285,983,,0.5,0,0,
1637585194.298087,1637585194.302742,93,4.655122756958008,dilithium3,100,drop,saKqKlInzw.pcap,17,5,14010,1326,21,5,13429,983,,1.2,0,0,
1637585195.321376,1637585195.329481,94,8.104801177978516,dilithium3,100,drop,saKqKlInzw.pcap,17,5,13960,1329,21,5,13382,983,,0.8,0,0,
1637585196.355302,1637585196.362894,95,7.591962814331055,dilithium3,100,drop,saKqKlInzw.pcap,18,5,14049,1329,22,5,13429,983,,1.3,0,0,
1637585197.389287,1637585197.395765,96,6.478071212768555,dilithium3,100,drop,saKqKlInzw.pcap,16,5,13872,1329,19,5,13336,983,,0.8,0,0,
1637585198.427913,1637585198.43402,97,6.107091903686523,dilithium3,100,drop,saKqKlInzw.pcap,19,5,14143,1329,22,5,13481,983,,1.3,0,0,
1637585199.458966,1637585199.468821,98,9.855031967163086,dilithium3,100,drop,saKqKlInzw.pcap,15,5,13784,1329,19,5,13290,983,,1.3,0,0,
