Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (ms),Algorithm,Num Samples,Experiment Type,Type Value,Number of handshake packets,Number of payload packets,Number of handshake bytes,Number of payload bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers
1634669257,1634669257,197,344.3419933,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669261,1634669261,198,369.2009449,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5910,228,0,0,0,0
1634669265,1634669265,199,383.4309578,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5912,228,0,0,0,0
1634669269,1634669270,200,360.0258827,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5907,228,0,0,0,0
1634669274,1634669274,201,376.16992,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5907,228,0,0,0,0
1634669278,1634669278,202,380.9561729,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5909,228,0,0,0,0
1634669282,1634669283,203,361.5269661,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5907,228,0,0,0,0
1634669286,1634669287,204,352.9150486,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5907,228,0,0,0,0
1634669291,1634669291,205,331.8109512,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5910,228,0,0,0,0
1634669295,1634669295,206,367.7020073,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669299,1634669299,207,360.2778912,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669303,1634669304,208,355.0400734,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5965,228,0,0,0,0
1634669307,1634669308,209,350.6000042,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669312,1634669312,210,347.217083,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5973,228,0,0,0,0
1634669316,1634669316,211,370.7439899,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5975,228,0,0,0,0
1634669320,1634669320,212,370.5801964,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669324,1634669325,213,380.9270859,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5973,228,0,0,0,0
1634669329,1634669329,214,365.7569885,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5912,228,0,0,0,0
1634669333,1634669333,215,360.7459068,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669337,1634669338,216,367.484808,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669341,1634669342,217,356.6100597,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669346,1634669346,218,334.2158794,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5912,228,0,0,0,0
1634669350,1634669350,219,388.6311054,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5901,228,0,0,0,0
1634669354,1634669355,220,360.7010841,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669358,1634669359,221,378.6020279,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5911,228,0,0,0,0
1634669363,1634669363,222,381.3619614,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5973,228,0,0,0,0
1634669367,1634669368,223,382.5728893,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5910,228,0,0,0,0
1634669371,1634669372,224,374.4590282,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5964,228,0,0,0,0
1634669376,1634669376,225,420.7568169,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669380,1634669381,226,365.3841019,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669384,1634669385,227,336.053133,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5964,228,0,0,0,0
1634669389,1634669389,228,388.5600567,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5909,228,0,0,0,0
1634669393,1634669393,229,366.9998646,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669397,1634669398,230,380.0940514,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5909,228,0,0,0,0
1634669401,1634669402,231,368.7748909,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669406,1634669406,232,355.5510044,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669410,1634669410,233,377.9139519,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5973,228,0,0,0,0
1634669414,1634669414,234,355.711937,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5910,228,0,0,0,0
1634669418,1634669419,235,345.8988667,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5906,228,0,0,0,0
1634669423,1634669423,236,372.9450703,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669427,1634669427,237,352.1828651,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5965,228,0,0,0,0
1634669431,1634669431,238,366.7368889,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669435,1634669436,239,363.6779785,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669440,1634669440,240,349.6379852,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5965,228,0,0,0,0
1634669444,1634669444,241,340.1060104,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669448,1634669448,242,406.0001373,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5912,228,0,0,0,0
1634669452,1634669452,243,369.3320751,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669456,1634669456,244,348.2179642,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669460,1634669461,245,390.9239769,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5974,228,0,0,0,0
1634669464,1634669465,246,358.2091331,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5977,228,0,0,0,0
1634669469,1634669469,247,368.4179783,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5911,228,0,0,0,0
1634669473,1634669473,248,372.8570938,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669477,1634669477,249,365.281105,falcon1024,1000,drop,RddjaknVjh.pcap,14,4,6075,228,0,0,0,0
1634669481,1634669482,250,397.6120949,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669485,1634669486,251,354.7668457,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5907,228,0,0,0,0
1634669490,1634669490,252,378.7219524,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669494,1634669494,253,372.6990223,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5910,228,0,0,0,0
1634669498,1634669499,254,344.7370529,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5907,228,0,0,0,0
1634669502,1634669503,255,363.4049892,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669507,1634669507,256,357.8948975,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5909,228,0,0,0,0
1634669511,1634669511,257,389.2829418,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5976,228,0,0,0,0
1634669515,1634669515,258,344.4309235,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669519,1634669519,259,364.910841,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5903,228,0,0,0,0
1634669523,1634669524,260,373.7790585,falcon1024,1000,drop,RddjaknVjh.pcap,14,4,6080,228,0,0,0,0
1634669528,1634669528,261,393.9630985,falcon1024,1000,drop,RddjaknVjh.pcap,14,4,6082,228,0,0,0,0
1634669532,1634669532,262,347.0590115,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669536,1634669536,263,339.4608498,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669540,1634669540,264,357.7878475,falcon1024,1000,drop,RddjaknVjh.pcap,13,4,6020,228,0,0,0,0
1634669544,1634669545,265,364.2709255,falcon1024,1000,drop,RddjaknVjh.pcap,14,4,6074,228,0,0,0,0
1634669549,1634669549,266,342.1208858,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5910,228,0,0,0,0
1634669553,1634669553,267,338.1180763,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5912,228,0,0,0,0
1634669557,1634669557,268,362.3769283,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669561,1634669561,269,371.876955,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5968,228,0,0,0,0
1634669565,1634669566,270,372.369051,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669569,1634669570,271,339.5051956,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5908,228,0,0,0,0
1634669574,1634669574,272,356.7421436,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5973,228,0,0,0,0
1634669578,1634669578,273,345.580101,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5973,228,0,0,0,0
1634669582,1634669582,274,359.2231274,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669586,1634669587,275,366.5969372,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669590,1634669591,276,353.9390564,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5975,228,0,0,0,0
1634669595,1634669595,277,359.6971035,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5912,228,0,0,0,0
1634669599,1634669599,278,354.5818329,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5905,228,0,0,0,0
1634669603,1634669604,279,379.9631596,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669607,1634669608,280,377.7110577,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5919,228,0,0,0,0
1634669612,1634669612,281,342.1618938,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5968,228,0,0,0,0
1634669616,1634669616,282,366.6388988,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5912,228,0,0,0,0
1634669620,1634669620,283,368.5519695,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5912,228,0,0,0,0
1634669624,1634669625,284,342.0791626,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5902,228,0,0,0,0
1634669628,1634669629,285,378.9749146,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669633,1634669633,286,342.9591656,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669637,1634669637,287,361.9878292,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669641,1634669641,288,384.0839863,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669645,1634669645,289,351.7239094,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669649,1634669650,290,332.2269917,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5975,228,0,0,0,0
1634669653,1634669654,291,351.3991833,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5912,228,0,0,0,0
1634669658,1634669658,292,363.4169102,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5904,228,0,0,0,0
1634669662,1634669662,293,391.8058872,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5973,228,0,0,0,0
1634669666,1634669666,294,371.9890118,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5907,228,0,0,0,0
1634669670,1634669671,295,374.3240833,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5909,228,0,0,0,0
1634669675,1634669675,296,387.3729706,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5912,228,0,0,0,0
1634669679,1634669679,297,383.9321136,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669683,1634669684,298,358.9680195,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669687,1634669688,299,338.3328915,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5916,228,0,0,0,0
1634669692,1634669692,300,377.6900768,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669696,1634669696,301,371.1509705,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5910,228,0,0,0,0
1634669700,1634669701,302,354.0289402,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5913,228,0,0,0,0
1634669704,1634669705,303,345.5929756,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5968,228,0,0,0,0
1634669709,1634669709,304,352.9958725,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5968,228,0,0,0,0
1634669713,1634669713,305,381.9937706,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5913,228,0,0,0,0
1634669717,1634669718,306,354.3841839,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5908,228,0,0,0,0
1634669722,1634669722,307,368.9398766,falcon1024,1000,drop,RddjaknVjh.pcap,11,5,5913,288,0,0,0,0
1634669726,1634669726,308,367.9358959,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669730,1634669730,309,362.2019291,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5965,228,0,0,0,0
1634669734,1634669735,310,364.554882,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5974,228,0,0,0,0
1634669738,1634669739,311,368.4511185,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669743,1634669743,312,393.0020332,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5906,228,0,0,0,0
1634669747,1634669747,313,392.6239014,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669751,1634669752,314,349.9569893,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669756,1634669756,315,365.5099869,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669760,1634669760,316,343.4848785,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5912,228,0,0,0,0
1634669764,1634669764,317,365.819931,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669768,1634669769,318,361.6762161,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5966,228,0,0,0,0
1634669773,1634669773,319,364.221096,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5965,228,0,0,0,0
1634669777,1634669777,320,380.2039623,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669781,1634669781,321,357.063055,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669785,1634669786,322,367.5630093,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5908,228,0,0,0,0
1634669789,1634669790,323,344.9909687,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5910,228,0,0,0,0
1634669793,1634669794,324,380.4790974,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5908,228,0,0,0,0
1634669798,1634669798,325,371.1979389,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669802,1634669802,326,357.2509289,falcon1024,1000,drop,RddjaknVjh.pcap,13,5,6020,288,0,0,0,0
1634669806,1634669807,327,385.8098984,falcon1024,1000,drop,RddjaknVjh.pcap,14,4,6077,228,0,0,0,0
1634669811,1634669811,328,383.3329678,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669815,1634669815,329,359.4851494,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5908,228,0,0,0,0
1634669819,1634669819,330,347.1040726,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634669823,1634669824,331,340.4870033,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5916,228,0,0,0,0
1634669828,1634669828,332,366.5671349,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5972,228,0,0,0,0
1634669832,1634669832,333,363.5830879,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5902,228,0,0,0,0
1634669836,1634669837,334,381.7229271,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5911,228,0,0,0,0
1634669841,1634669841,335,362.7910614,falcon1024,1000,drop,RddjaknVjh.pcap,13,4,6018,228,0,0,0,0
1634669845,1634669845,336,367.9761887,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669849,1634669850,337,356.3110828,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5910,228,0,0,0,0
1634669854,1634669854,338,360.7740402,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669858,1634669858,339,336.3630772,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669862,1634669863,340,375.7398129,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5972,228,0,0,0,0
1634669867,1634669867,341,377.3710728,falcon1024,1000,drop,RddjaknVjh.pcap,14,4,6078,228,0,0,0,0
1634669871,1634669871,342,359.2910767,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5913,228,0,0,0,0
1634669875,1634669876,343,373.9249706,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669880,1634669880,344,368.7319756,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5968,228,0,0,0,0
1634669884,1634669884,345,385.0119114,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669888,1634669888,346,375.3008842,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5911,228,0,0,0,0
1634669892,1634669893,347,368.5209751,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5976,228,0,0,0,0
1634669897,1634669897,348,374.1738796,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5913,228,0,0,0,0
1634669901,1634669902,349,359.2951298,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634669905,1634669906,350,355.2160263,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5966,228,0,0,0,0
1634669910,1634669910,351,338.7641907,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5908,228,0,0,0,0
1634669914,1634669914,352,375.6148815,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5975,228,0,0,0,0
1634669918,1634669918,353,359.4288826,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5966,228,0,0,0,0
1634669923,1634669923,354,361.5620136,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5915,228,0,0,0,0
1634669927,1634669927,355,384.1519356,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5968,228,0,0,0,0
1634669931,1634669932,356,365.2408123,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5973,228,0,0,0,0
1634669936,1634669936,357,345.5688953,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5968,228,0,0,0,0
1634669940,1634669940,358,356.4491272,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5962,228,0,0,0,0
1634669944,1634669945,359,378.9579868,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5911,228,0,0,0,0
1634669948,1634669949,360,375.8630753,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5912,228,0,0,0,0
1634669953,1634669953,361,375.0941753,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5971,228,0,0,0,0
1634669957,1634669957,362,366.8849468,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5965,228,0,0,0,0
1634669961,1634669962,363,385.6902122,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5973,228,0,0,0,0
1634669966,1634669966,364,358.8140011,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5913,228,0,0,0,0
1634669970,1634669970,365,352.0309925,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5972,228,0,0,0,0
1634669974,1634669975,366,371.7370033,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5972,228,0,0,0,0
1634669979,1634669979,367,375.1270771,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5906,228,0,0,0,0
1634669983,1634669984,368,397.5179195,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5906,228,0,0,0,0
1634669987,1634669988,369,351.4909744,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5915,228,0,0,0,0
1634669992,1634669992,370,387.1929646,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634669996,1634669997,371,372.1170425,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5973,228,0,0,0,0
1634670000,1634670001,372,368.0369854,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5968,228,0,0,0,0
1634670005,1634670005,373,382.1899891,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5968,228,0,0,0,0
1634670009,1634670009,374,365.6861782,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5968,228,0,0,0,0
1634670013,1634670014,375,374.2001057,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634670017,1634670018,376,388.092041,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634670022,1634670022,377,362.1609211,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5909,228,0,0,0,0
1634670026,1634670026,378,370.5260754,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5972,228,0,0,0,0
1634670030,1634670031,379,384.9489689,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5909,228,0,0,0,0
1634670034,1634670035,380,347.3968506,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5911,228,0,0,0,0
1634670039,1634670039,381,366.2660122,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5967,228,0,0,0,0
1634670043,1634670043,382,375.8039474,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5904,228,0,0,0,0
1634670047,1634670048,383,375.7801056,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5906,228,0,0,0,0
1634670052,1634670052,384,376.3639927,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5909,228,0,0,0,0
1634670056,1634670056,385,388.2439137,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634670060,1634670061,386,381.8719387,falcon1024,1000,drop,RddjaknVjh.pcap,14,4,6078,228,0,0,0,0
1634670065,1634670065,387,367.4581051,falcon1024,1000,drop,RddjaknVjh.pcap,13,4,6016,228,0,0,0,0
1634670069,1634670069,388,369.2071438,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634670074,1634670074,389,367.3989773,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5969,228,0,0,0,0
1634670078,1634670078,390,398.8831043,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5975,228,0,0,0,0
1634670082,1634670083,391,362.8890514,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5972,228,0,0,0,0
1634670087,1634670087,392,383.3379745,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5974,228,0,0,0,0
1634670091,1634670091,393,361.978054,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5974,228,0,0,0,0
1634670095,1634670096,394,379.6520233,falcon1024,1000,drop,RddjaknVjh.pcap,12,4,5970,228,0,0,0,0
1634670100,1634670100,395,364.3860817,falcon1024,1000,drop,RddjaknVjh.pcap,11,4,5905,228,0,0,0,0
